app_name,app_id,count
Gunpoint,206190,627
RollerCoaster Tycoon World,282560,370
BERSERK and the Band of the Hawk,502280,189
Two Point Hospital,535930,5708
STEINS;GATE 0,825630,1117
Golf It!,571740,1825
Urban Empire,352550,219
The Elder Scrolls V: Skyrim,72850,14744
SENRAN KAGURA ESTIVAL VERSUS,502800,739
BioShock Infinite,8870,9062
Dead by Daylight,381210,55557
Rise of Industry,671440,960
Ancestors Legacy,620590,2292
Dying Light,239140,25187
Down To One,334040,94
Doki Doki Literature Club,698780,51753
The Wolf Among Us,250320,1621
Momodora: Reverie Under the Moonlight,428550,1628
Ravenfield,636480,3771
Total War: ROME II - Emperor Edition,214950,3730
METAL GEAR SURVIVE,543900,3169
Stellaris,281990,17227
Hearts of Iron IV,394360,15308
The Sims(TM) 3,47890,2984
Farm Manager 2018,495560,1053
Divinity: Original Sin 2,435150,19893
XCOM 2,268500,7095
Mark of the Ninja,214560,1110
Batman: Arkham Asylum GOTY Edition,35140,2541
Budget Cuts,400940,407
Torment: Tides of Numenera,272270,613
They Are Billions,644930,8640
Age of Empires II (2013),221380,9725
We Were Here Too,677160,1462
Total War Saga: Thrones of Britannia,712100,5141
Call of Duty: Infinite Warfare,292730,1503
"Warhammer 40,000: Dawn of War III",285190,3029
FINAL FANTASY XIV Online,39210,2092
Hunt Down The Freeman,723390,762
SENRAN KAGURA Peach Beach Splash,696170,2154
Youtubers Life,428690,1075
Umbrella Corps,390340,351
Outlast,238320,6713
Enter the Gungeon,311690,8057
DARK SOULS™: REMASTERED,570940,10850
FAR: Lone Sails,609320,2951
Just Cause 3,225540,12990
Slipstream,732810,338
Farming Simulator 19,787860,5830
Mount & Blade: Warband,48700,11173
Bloons TD 6,960090,82
DOOM,379720,13245
Finding Paradise,337340,3279
Ghost of a Tale,417290,1376
Sniper Elite 4,312660,5400
STAR WARS™ Empire at War: Gold Pack,32470,1305
Deep Rock Galactic,548430,7539
The Room,288160,2210
Tom Clancy's Ghost Recon® Wildlands,460930,13243
Subnautica,264710,43184
Stardew Valley,413150,32236
Tom Clancy's Rainbow Six Siege,359550,126159
Kingdom Two Crowns,701160,560
Portal 2,620,22465
Shadow Complex Remastered,385560,80
American Truck Simulator,270880,7211
SOULCALIBUR VI,544750,2963
X Rebirth,2870,409
DRAGON QUEST HEROES™ II,574050,115
The Witcher 3: Wild Hunt,292030,55787
WWE 2K19,817130,561
ATLAS,834910,16552
The Binding of Isaac,113200,1993
"Warhammer 40,000: Mechanicus",673880,1571
Assassin's Creed Odyssey,812140,17123
The Room Two,425580,1914
Duck Game,312530,3894
DiRT 4,421020,2140
Nether,247730,531
Kenshi,233860,3624
Celeste,504230,5050
The Legend of Heroes: Trails of Cold Steel II,748490,758
Super Meat Boy,40800,2056
STEINS;GATE,412830,1955
Sid Meier's Civilization VI,289070,14941
Overcooked! 2,728880,4962
Titan Souls,297130,838
"Papers, Please",239030,4325
CHRONO TRIGGER,613830,1278
Fairy Fencer F Advent Dark Force,524580,460
The Binding of Isaac: Rebirth,250900,9228
Saints Row: The Third,55230,5244
Total War: WARHAMMER,364360,3190
Steel Division: Normandy 44,572410,894
Insurgency: Sandstorm,581320,8246
NieR:Automata™,524220,14762
Puyo Puyo™Tetris®,546050,1532
Slay the Spire,646570,21667
Grand Theft Auto V,271590,94554
Don't Starve Together,322330,27278
The End Is Nigh,583470,282
HuniePop,339800,3088
PixARK,593600,3565
Garry's Mod,4000,52680
SCUM,513710,21199
Shovel Knight: Treasure Trove,250760,880
Staxel,405710,1460
X-Blades,7510,251
Tomb Raider,203160,18039
South Park™: The Stick of Truth™,213670,2614
Danganronpa 2: Goodbye Despair,413420,1233
Into the Breach,590380,4930
Monster Prom,743450,1788
Banished,242920,2332
Fallout 4,377160,23751
Eco,382310,2028
Bomber Crew,537800,1633
Night in the Woods,481510,2123
Sword Art Online: Fatal Bullet,626690,6512
Human: Fall Flat,477160,18797
FTL: Faster Than Light,212680,4152
PLAYERUNKNOWN'S BATTLEGROUNDS,578080,396554
One Finger Death Punch,264200,1185
theHunter: Call of the Wild™,518790,6440
Kingdom Come: Deliverance,379430,33904
BATTALION 1944,489940,6961
DYNASTY WARRIORS 9,730310,5457
Ultimate Marvel vs. Capcom 3,357190,257
The Forest,242760,30152
Sid Meier's Civilization V,8930,13356
RimWorld,294100,14891
Northgard,466560,6018
X-Plane 11,269950,1017
Getting Over It with Bennett Foddy,240720,6642
NBA 2K18,577800,7981
Identity,792990,869
Deus Ex: The Fall,258180,270
Salt and Sanctuary,283640,1790
Total War: WARHAMMER II,594570,9631
Middle-earth™: Shadow of War™,356190,8483
Crash Bandicoot™ N. Sane Trilogy,731490,3212
Thief Simulator,704850,1519
The Wild Eight,526160,867
Hotline Miami,219150,5446
Freeman: Guerrilla Warfare,773951,4723
SimAirport,598330,415
Volgarr the Viking,247240,167
Clicker Heroes 2,629910,956
For The King,527230,2817
Wallpaper Engine,431960,19299
Neon Hardcorps,454200,42
Call of Duty: WWII,476600,5875
Just Cause 4,517630,4042
Factorio,427520,13932
VA-11 Hall-A: Cyberpunk Bartender Action,447530,4603
Raft,648800,11634
Beat Saber,620980,8757
Surviving Mars,464920,5032
Fishing: Barents Sea,501080,874
PC Building Simulator,621060,5390
Conan Exiles,440900,13194
Rules Of Survival,788260,3112
House Flipper,613100,6918
Battle Royale Trainer,772540,1345
Assassin's Creed Origins,582160,13960
For Honor,304390,27183
BATTLETECH,637090,9767
Takedown: Red Sabre,236510,197
Super Hexagon,221640,1010
Trailmakers,585420,729
Dead Rising 4,543460,1000
Darksiders III,606280,3649
DUSK,519860,2513
Cities: Skylines,255710,16134
Europa Universalis IV,236850,10024
Bless Online,681660,8950
20XX,322110,615
PAYDAY 2,218620,37414
Counter-Strike: Source,240,9154
Monster Hunter: World,582010,91722
Football Manager 2019,872790,2723
Iconoclasts,393520,1084
Resident Evil 7 Biohazard,418370,3489
Black Mesa,362890,3931
FINAL FANTASY XII THE ZODIAC AGE,595520,1739
GRIS,683320,2679
Planet Coaster,493340,5202
Slime Rancher,433340,6260
Rise of the Tomb Raider,391220,12899
Streets of Rogue,512900,1584
