app_name,app_id,count
WWE 2K17,510510,11
The Walking Dead,207610,354
The Elder Scrolls V: Skyrim Special Edition,489830,4240
Cuphead,268910,1875
Arma 3,107410,2660
Detention,555220,115
Cyberdimension Neptunia: 4 Goddesses Online,632350,14
Oxygen Not Included,457140,1934
The Crew 2,646910,2122
Euro Truck Simulator 2,227300,8964
Day of Infamy,447820,110
Vampyr,427290,284
Half-Life,70,1705
Broforce,274190,406
Gunpoint,206190,84
RollerCoaster Tycoon World,282560,11
BERSERK and the Band of the Hawk,502280,13
Two Point Hospital,535930,402
STEINS;GATE 0,825630,66
The Henry Stickmin Collection,1089980,1213
Townscaper,1291340,427
Golf It!,571740,528
Urban Empire,352550,8
The Elder Scrolls V: Skyrim,72850,1538
SENRAN KAGURA ESTIVAL VERSUS,502800,41
BioShock Infinite,8870,1056
Dead by Daylight,381210,8986
Rise of Industry,671440,49
Ancestors Legacy,620590,85
Dying Light,239140,4768
Down To One,334040,1
Doki Doki Literature Club,698780,2248
The Wolf Among Us,250320,203
Stay Out,1180380,275
Momodora: Reverie Under the Moonlight,428550,86
Ravenfield,636480,973
Total War: ROME II - Emperor Edition,214950,750
METAL GEAR SURVIVE,543900,44
Stellaris,281990,1681
Hearts of Iron IV,394360,3371
The Sims(TM) 3,47890,278
Farm Manager 2018,495560,40
Sekiro™: Shadows Die Twice,814380,3414
Divinity: Original Sin 2,435150,2276
XCOM 2,268500,778
Mark of the Ninja,214560,16
Batman: Arkham Asylum GOTY Edition,35140,570
Budget Cuts,400940,33
Torment: Tides of Numenera,272270,18
They Are Billions,644930,554
Age of Empires II (2013),221380,694
We Were Here Too,677160,166
Cube World,1128000,114
Total War Saga: Thrones of Britannia,712100,154
Call of Duty: Infinite Warfare,292730,109
"Warhammer 40,000: Dawn of War III",285190,135
FINAL FANTASY XIV Online,39210,706
Hunt Down The Freeman,723390,54
SENRAN KAGURA Peach Beach Splash,696170,35
Youtubers Life,428690,221
Umbrella Corps,390340,14
Don't Escape: 4 Days to Survive,611760,32
Satisfactory,526870,3713
Outlast,238320,1327
Enter the Gungeon,311690,975
DARK SOULS™: REMASTERED,570940,1216
FAR: Lone Sails,609320,125
Just Cause 3,225540,1112
Slipstream,732810,18
Farming Simulator 19,787860,1690
MORDHAU,629760,1656
Mount & Blade: Warband,48700,1542
Bloons TD 6,960090,9246
DOOM,379720,2473
Finding Paradise,337340,210
Ghost of a Tale,417290,61
Sniper Elite 4,312660,1081
STAR WARS™ Empire at War: Gold Pack,32470,851
Deep Rock Galactic,548430,2869
A Short Hike,1055540,273
The Room,288160,323
Tom Clancy's Ghost Recon® Wildlands,460930,919
Subnautica,264710,3751
Stardew Valley,413150,15052
Tom Clancy's Rainbow Six Siege,359550,19474
Kingdom Two Crowns,701160,183
DOOM Eternal,782330,4964
三国群英传8 Heroes of the Three Kingdoms 8,875210,8111
Portal 2,620,5414
Shadow Complex Remastered,385560,4
American Truck Simulator,270880,2036
SOULCALIBUR VI,544750,157
X Rebirth,2870,5
DRAGON QUEST HEROES™ II,574050,6
The Witcher 3: Wild Hunt,292030,9506
WWE 2K19,817130,53
ATLAS,834910,434
The Binding of Isaac,113200,288
"Warhammer 40,000: Mechanicus",673880,265
Assassin's Creed Odyssey,812140,2299
The Room Two,425580,275
Duck Game,312530,552
DiRT 4,421020,274
Total War: THREE KINGDOMS,779340,1144
Senren＊Banka,1144400,180
Nether,247730,12
Kenshi,233860,939
Celeste,504230,1854
The Legend of Heroes: Trails of Cold Steel II,748490,26
Super Meat Boy,40800,377
STEINS;GATE,412830,166
Sid Meier's Civilization VI,289070,2952
Overcooked! 2,728880,811
Titan Souls,297130,91
"Papers, Please",239030,638
CHRONO TRIGGER,613830,128
Fairy Fencer F Advent Dark Force,524580,8
The Binding of Isaac: Rebirth,250900,2593
Saints Row: The Third,55230,715
Total War: WARHAMMER,364360,227
Steel Division: Normandy 44,572410,21
Insurgency: Sandstorm,581320,1472
NieR:Automata™,524220,2210
Puyo Puyo™Tetris®,546050,117
Slay the Spire,646570,1899
Ori and the Will of the Wisps,1057090,2936
Grand Theft Auto V,271590,20050
Don't Starve Together,322330,6182
The End Is Nigh,583470,43
Due Process,753650,859
WWE 2K20,1015500,164
Totally Accurate Battle Simulator,508440,1987
HuniePop,339800,440
PixARK,593600,144
Garry's Mod,4000,12224
Among Us,945360,21333
SCUM,513710,1061
Shovel Knight: Treasure Trove,250760,107
Staxel,405710,59
X-Blades,7510,13
Tomb Raider,203160,2507
South Park™: The Stick of Truth™,213670,412
Danganronpa 2: Goodbye Despair,413420,830
Half-Life: Alyx,546560,1870
Into the Breach,590380,188
Monster Prom,743450,232
Persona 4 Golden,1113000,1604
Nova Drift,858210,490
Banished,242920,250
Fallout 4,377160,3352
Eco,382310,218
Bomber Crew,537800,551
Night in the Woods,481510,253
Age of Empires: Definitive Edition,1017900,306
Sword Art Online: Fatal Bullet,626690,192
Human: Fall Flat,477160,3047
FTL: Faster Than Light,212680,429
PLAYERUNKNOWN'S BATTLEGROUNDS,578080,17282
One Finger Death Punch,264200,48
theHunter: Call of the Wild™,518790,2756
NBA 2K21,1225330,1937
Kingdom Come: Deliverance,379430,1480
BATTALION 1944,489940,40
DYNASTY WARRIORS 9,730310,78
Ultimate Marvel vs. Capcom 3,357190,59
The Forest,242760,10702
Sid Meier's Civilization V,8930,1086
RimWorld,294100,2152
Northgard,466560,648
X-Plane 11,269950,286
Getting Over It with Bennett Foddy,240720,1202
NBA 2K18,577800,51
Identity,792990,13
Deus Ex: The Fall,258180,40
Salt and Sanctuary,283640,262
Void Bastards,857980,206
Total War: WARHAMMER II,594570,2025
Middle-earth™: Shadow of War™,356190,1432
Crash Bandicoot™ N. Sane Trilogy,731490,246
Thief Simulator,704850,288
The Wild Eight,526160,37
Hotline Miami,219150,1005
A Way Out,1222700,1222
Hades,1145360,12172
Freeman: Guerrilla Warfare,773951,94
SimAirport,598330,16
Volgarr the Viking,247240,9
Clicker Heroes 2,629910,27
Foundation,690830,206
For The King,527230,353
Wallpaper Engine,431960,14865
Call of Duty: WWII,476600,208
Just Cause 4,517630,271
Factorio,427520,1913
VA-11 Hall-A: Cyberpunk Bartender Action,447530,462
Raft,648800,7947
Beat Saber,620980,1633
Surviving Mars,464920,244
Fishing: Barents Sea,501080,32
PC Building Simulator,621060,1301
Conan Exiles,440900,1154
Rules Of Survival,788260,25
House Flipper,613100,1547
Battle Royale Trainer,772540,1
Assassin's Creed Origins,582160,1193
For Honor,304390,1441
Helltaker,1289310,1866
BATTLETECH,637090,253
Borderlands 3,397540,2544
Takedown: Red Sabre,236510,6
Super Hexagon,221640,98
There Is No Game: Wrong Dimension,1240210,962
Trailmakers,585420,474
GOD EATER 3,899440,107
Phasmophobia,739630,20189
Resident Evil 2,883710,1530
Dead Rising 4,543460,78
Darksiders III,606280,186
DUSK,519860,319
Cities: Skylines,255710,3208
Europa Universalis IV,236850,1154
ULTRAKILL,1229490,611
Bless Online,681660,6
20XX,322110,35
PAYDAY 2,218620,9703
Wolfenstein: Youngblood,1056960,200
Counter-Strike: Source,240,1878
Baba Is You,736260,483
Pogostuck: Rage With Your Friends,688130,118
Monster Hunter: World,582010,4948
Football Manager 2019,872790,45
Iconoclasts,393520,73
Resident Evil 7 Biohazard,418370,942
Black Mesa,362890,1935
FINAL FANTASY XII THE ZODIAC AGE,595520,94
GRIS,683320,1019
Planet Coaster,493340,830
Slime Rancher,433340,2053
Rise of the Tomb Raider,391220,1613
Streets of Rogue,512900,259
