app_name,app_id,count
NieR:Automata™,524220,29040
Slay the Spire,646570,1170
Grand Theft Auto V,271590,158272
Don't Starve Together,322330,29572
The End Is Nigh,583470,1018
HuniePop,339800,4217
Garry's Mod,4000,64168
Shovel Knight: Treasure Trove,250760,1878
X-Blades,7510,322
Tomb Raider,203160,14212
South Park™: The Stick of Truth™,213670,6320
Danganronpa 2: Goodbye Despair,413420,1506
Banished,242920,4019
Fallout 4,377160,42858
Bomber Crew,537800,2320
Night in the Woods,481510,4072
Human: Fall Flat,477160,6201
FTL: Faster Than Light,212680,5090
PLAYERUNKNOWN'S BATTLEGROUNDS,578080,505388
One Finger Death Punch,264200,2007
theHunter: Call of the Wild™,518790,11116
Ultimate Marvel vs. Capcom 3,357190,1165
The Forest,242760,24982
Sid Meier's Civilization V,8930,17783
RimWorld,294100,11424
Northgard,466560,6926
X-Plane 11,269950,1021
Getting Over It with Bennett Foddy,240720,5147
NBA 2K18,577800,8119
Deus Ex: The Fall,258180,307
Salt and Sanctuary,283640,2776
Total War: WARHAMMER II,594570,9566
Middle-earth™: Shadow of War™,356190,14187
The Wild Eight,526160,2517
Hotline Miami,219150,6943
SimAirport,598330,1084
Volgarr the Viking,247240,315
For The King,527230,2073
Wallpaper Engine,431960,31677
Neon Hardcorps,454200,96
Call of Duty: WWII,476600,11631
Factorio,427520,12878
VA-11 Hall-A: Cyberpunk Bartender Action,447530,4557
Conan Exiles,440900,14190
Assassin's Creed Origins,582160,20416
For Honor,304390,25352
Takedown: Red Sabre,236510,298
Super Hexagon,221640,1716
Dead Rising 4,543460,1525
Cities: Skylines,255710,17464
Europa Universalis IV,236850,12574
20XX,322110,1013
PAYDAY 2,218620,91318
Counter-Strike: Source,240,10700
Resident Evil 7 Biohazard,418370,15575
Black Mesa,362890,3345
Planet Coaster,493340,9051
Slime Rancher,433340,8804
Rise of the Tomb Raider,391220,13254
Streets of Rogue,512900,3550
